0.00.213.552 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.213.781 W srv  llama_server: -----------------
0.00.213.783 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.213.783 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.213.783 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.213.783 W srv  llama_server: -----------------
0.00.214.997 I srv    load_model: loading model '/models/Qwen3.8-Flash-Next-GGUF/UD-IQ3_XXS/Qwen3.8-Flash-Next-UD-IQ3_XXS-00001-of-00003.gguf'
0.00.434.727 W llama_model_loader: tensor overrides to CPU are used with mmap enabled - consider using --load-mode none for better performance
0.12.068.746 I cmn          init: llama threadpool init, n_threads = 16
0.56.077.042 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 163840, kv_unified = 'false'
0.56.149.796 W srv          init: chat template supports preserving reasoning, it is enabled by default (may use more tokens, disable via --no-reasoning-preserve)
0.56.149.836 I srv  llama_server: model loaded
0.56.149.840 I srv  llama_server: listening on http://0.0.0.0:8080
0.56.149.840 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.56.149.841 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
1.49.885.067 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
60.31.593.555 I slot print_timing: id  0 | task 139 | n_gen =   8181, tg =   4.65 t/s, tg_3s =   7.83 t/s
60.34.966.350 I slot print_timing: id  0 | task 139 | n_gen =   8201, tg =   4.65 t/s, tg_3s =   5.93 t/s
60.38.022.606 I slot print_timing: id  0 | task 139 | n_gen =   8215, tg =   4.65 t/s, tg_3s =   4.58 t/s
60.41.022.673 I slot print_timing: id  0 | task 139 | n_gen =   8233, tg =   4.65 t/s, tg_3s =   6.00 t/s
60.44.064.383 I slot print_timing: id  0 | task 139 | n_gen =   8245, tg =   4.65 t/s, tg_3s =   3.95 t/s
60.47.108.338 I slot print_timing: id  0 | task 139 | n_gen =   8270, tg =   4.66 t/s, tg_3s =   8.21 t/s
60.50.185.473 I slot print_timing: id  0 | task 139 | n_gen =   8285, tg =   4.66 t/s, tg_3s =   4.87 t/s
60.53.353.489 I slot print_timing: id  0 | task 139 | n_gen =   8309, tg =   4.66 t/s, tg_3s =   7.58 t/s
60.56.470.954 I slot print_timing: id  0 | task 139 | n_gen =   8328, tg =   4.67 t/s, tg_3s =   6.09 t/s
60.59.609.763 I slot print_timing: id  0 | task 139 | n_gen =   8350, tg =   4.67 t/s, tg_3s =   7.01 t/s
61.02.888.309 I slot print_timing: id  0 | task 139 | n_gen =   8369, tg =   4.67 t/s, tg_3s =   5.80 t/s
61.05.936.491 I slot print_timing: id  0 | task 139 | n_gen =   8388, tg =   4.67 t/s, tg_3s =   6.23 t/s
61.08.998.883 I slot print_timing: id  0 | task 139 | n_gen =   8416, tg =   4.68 t/s, tg_3s =   9.14 t/s
61.12.007.737 I slot print_timing: id  0 | task 139 | n_gen =   8433, tg =   4.68 t/s, tg_3s =   5.65 t/s
61.15.120.481 I slot print_timing: id  0 | task 139 | n_gen =   8459, tg =   4.69 t/s, tg_3s =   8.35 t/s
61.18.138.771 I slot print_timing: id  0 | task 139 | n_gen =   8481, tg =   4.69 t/s, tg_3s =   7.29 t/s
61.21.146.723 I slot print_timing: id  0 | task 139 | n_gen =   8512, tg =   4.70 t/s, tg_3s =  10.31 t/s
61.24.266.202 I slot print_timing: id  0 | task 139 | n_gen =   8535, tg =   4.71 t/s, tg_3s =   7.37 t/s
61.27.365.334 I slot print_timing: id  0 | task 139 | n_gen =   8546, tg =   4.71 t/s, tg_3s =   3.55 t/s
61.30.442.711 I slot print_timing: id  0 | task 139 | n_gen =   8565, tg =   4.71 t/s, tg_3s =   6.17 t/s
61.33.527.154 I slot print_timing: id  0 | task 139 | n_gen =   8583, tg =   4.71 t/s, tg_3s =   5.84 t/s
61.36.554.828 I slot print_timing: id  0 | task 139 | n_gen =   8602, tg =   4.71 t/s, tg_3s =   6.28 t/s
61.39.714.994 I slot print_timing: id  0 | task 139 | n_gen =   8614, tg =   4.71 t/s, tg_3s =   3.80 t/s
61.42.718.990 I slot print_timing: id  0 | task 139 | n_gen =   8644, tg =   4.72 t/s, tg_3s =   9.99 t/s
61.45.743.343 I slot print_timing: id  0 | task 139 | n_gen =   8665, tg =   4.72 t/s, tg_3s =   6.94 t/s
61.49.003.447 I slot print_timing: id  0 | task 139 | n_gen =   8681, tg =   4.72 t/s, tg_3s =   4.91 t/s
61.52.060.021 I slot print_timing: id  0 | task 139 | n_gen =   8700, tg =   4.73 t/s, tg_3s =   6.22 t/s
61.55.212.456 I slot print_timing: id  0 | task 139 | n_gen =   8721, tg =   4.73 t/s, tg_3s =   6.66 t/s
61.58.340.071 I slot print_timing: id  0 | task 139 | n_gen =   8747, tg =   4.74 t/s, tg_3s =   8.31 t/s
62.01.657.037 I slot print_timing: id  0 | task 139 | n_gen =   8763, tg =   4.74 t/s, tg_3s =   4.82 t/s
62.05.050.882 I slot print_timing: id  0 | task 139 | n_gen =   8782, tg =   4.74 t/s, tg_3s =   5.60 t/s
62.08.309.950 I slot print_timing: id  0 | task 139 | n_gen =   8806, tg =   4.74 t/s, tg_3s =   7.36 t/s
62.11.370.143 I slot print_timing: id  0 | task 139 | n_gen =   8821, tg =   4.74 t/s, tg_3s =   4.90 t/s
62.14.387.181 I slot print_timing: id  0 | task 139 | n_gen =   8852, tg =   4.75 t/s, tg_3s =  10.27 t/s
62.17.415.033 I slot print_timing: id  0 | task 139 | n_gen =   8872, tg =   4.75 t/s, tg_3s =   6.61 t/s
62.20.567.461 I slot print_timing: id  0 | task 139 | n_gen =   8891, tg =   4.76 t/s, tg_3s =   6.03 t/s
62.23.573.287 I slot print_timing: id  0 | task 139 | n_gen =   8911, tg =   4.76 t/s, tg_3s =   6.65 t/s
62.26.805.640 I slot print_timing: id  0 | task 139 | n_gen =   8931, tg =   4.76 t/s, tg_3s =   6.19 t/s
62.29.817.285 I slot print_timing: id  0 | task 139 | n_gen =   8958, tg =   4.77 t/s, tg_3s =   8.97 t/s
62.32.983.847 I slot print_timing: id  0 | task 139 | n_gen =   8979, tg =   4.77 t/s, tg_3s =   6.63 t/s
62.36.028.215 I slot print_timing: id  0 | task 139 | n_gen =   9004, tg =   4.78 t/s, tg_3s =   8.21 t/s
62.39.092.840 I slot print_timing: id  0 | task 139 | n_gen =   9026, tg =   4.78 t/s, tg_3s =   7.18 t/s
62.42.331.131 I slot print_timing: id  0 | task 139 | n_gen =   9045, tg =   4.78 t/s, tg_3s =   5.87 t/s
62.45.572.243 I slot print_timing: id  0 | task 139 | n_gen =   9070, tg =   4.79 t/s, tg_3s =   7.71 t/s
62.48.656.959 I slot print_timing: id  0 | task 139 | n_gen =   9095, tg =   4.79 t/s, tg_3s =   8.10 t/s
62.51.664.634 I slot print_timing: id  0 | task 139 | n_gen =   9116, tg =   4.80 t/s, tg_3s =   6.98 t/s
62.54.711.019 I slot print_timing: id  0 | task 139 | n_gen =   9140, tg =   4.80 t/s, tg_3s =   7.88 t/s
62.57.739.397 I slot print_timing: id  0 | task 139 | n_gen =   9171, tg =   4.81 t/s, tg_3s =  10.24 t/s
63.00.756.728 I slot print_timing: id  0 | task 139 | n_gen =   9202, tg =   4.82 t/s, tg_3s =  10.27 t/s
63.03.806.574 I slot print_timing: id  0 | task 139 | n_gen =   9233, tg =   4.83 t/s, tg_3s =  10.16 t/s
63.06.843.905 I slot print_timing: id  0 | task 139 | n_gen =   9263, tg =   4.84 t/s, tg_3s =   9.88 t/s
63.09.934.494 I slot print_timing: id  0 | task 139 | n_gen =   9278, tg =   4.84 t/s, tg_3s =   4.85 t/s
63.12.959.471 I slot print_timing: id  0 | task 139 | n_gen =   9309, tg =   4.84 t/s, tg_3s =  10.25 t/s
63.16.214.866 I slot print_timing: id  0 | task 139 | n_gen =   9331, tg =   4.85 t/s, tg_3s =   6.76 t/s
63.19.241.647 I slot print_timing: id  0 | task 139 | n_gen =   9357, tg =   4.85 t/s, tg_3s =   8.59 t/s
63.22.255.812 I slot print_timing: id  0 | task 139 | n_gen =   9378, tg =   4.86 t/s, tg_3s =   6.97 t/s
63.25.387.819 I slot print_timing: id  0 | task 139 | n_gen =   9400, tg =   4.86 t/s, tg_3s =   7.02 t/s
63.28.664.847 I slot print_timing: id  0 | task 139 | n_gen =   9428, tg =   4.87 t/s, tg_3s =   8.54 t/s
63.31.929.844 I slot print_timing: id  0 | task 139 | n_gen =   9444, tg =   4.87 t/s, tg_3s =   4.90 t/s
63.35.138.326 I slot print_timing: id  0 | task 139 | n_gen =   9467, tg =   4.87 t/s, tg_3s =   7.17 t/s
63.38.342.641 I slot print_timing: id  0 | task 139 | n_gen =   9494, tg =   4.88 t/s, tg_3s =   8.43 t/s
63.41.404.912 I slot print_timing: id  0 | task 139 | n_gen =   9511, tg =   4.88 t/s, tg_3s =   5.55 t/s
63.44.449.271 I slot print_timing: id  0 | task 139 | n_gen =   9541, tg =   4.89 t/s, tg_3s =   9.85 t/s
63.47.460.226 I slot print_timing: id  0 | task 139 | n_gen =   9568, tg =   4.89 t/s, tg_3s =   8.97 t/s
63.50.752.930 I slot print_timing: id  0 | task 139 | n_gen =   9595, tg =   4.90 t/s, tg_3s =   8.20 t/s
63.53.806.115 I slot print_timing: id  0 | task 139 | n_gen =   9608, tg =   4.90 t/s, tg_3s =   4.26 t/s
63.56.850.326 I slot print_timing: id  0 | task 139 | n_gen =   9624, tg =   4.90 t/s, tg_3s =   5.26 t/s
63.59.990.650 I slot print_timing: id  0 | task 139 | n_gen =   9637, tg =   4.90 t/s, tg_3s =   4.14 t/s
64.03.240.627 I slot print_timing: id  0 | task 139 | n_gen =   9650, tg =   4.89 t/s, tg_3s =   4.00 t/s
64.06.397.120 I slot print_timing: id  0 | task 139 | n_gen =   9664, tg =   4.89 t/s, tg_3s =   4.44 t/s
64.09.541.698 I slot print_timing: id  0 | task 139 | n_gen =   9684, tg =   4.90 t/s, tg_3s =   6.36 t/s
64.12.585.623 I slot print_timing: id  0 | task 139 | n_gen =   9698, tg =   4.90 t/s, tg_3s =   4.60 t/s
64.15.856.715 I slot print_timing: id  0 | task 139 | n_gen =   9714, tg =   4.90 t/s, tg_3s =   4.89 t/s
64.18.978.776 I slot print_timing: id  0 | task 139 | n_gen =   9727, tg =   4.89 t/s, tg_3s =   4.16 t/s
64.22.104.025 I slot print_timing: id  0 | task 139 | n_gen =   9746, tg =   4.90 t/s, tg_3s =   6.08 t/s
64.25.138.447 I slot print_timing: id  0 | task 139 | n_gen =   9762, tg =   4.90 t/s, tg_3s =   5.27 t/s
64.28.168.760 I slot print_timing: id  0 | task 139 | n_gen =   9773, tg =   4.89 t/s, tg_3s =   3.63 t/s
64.31.351.798 I slot print_timing: id  0 | task 139 | n_gen =   9789, tg =   4.89 t/s, tg_3s =   5.03 t/s
64.34.456.719 I slot print_timing: id  0 | task 139 | n_gen =   9802, tg =   4.89 t/s, tg_3s =   4.19 t/s
64.37.526.719 I slot print_timing: id  0 | task 139 | n_gen =   9817, tg =   4.89 t/s, tg_3s =   4.89 t/s
64.40.584.940 I slot print_timing: id  0 | task 139 | n_gen =   9837, tg =   4.90 t/s, tg_3s =   6.54 t/s
64.43.631.380 I slot print_timing: id  0 | task 139 | n_gen =   9863, tg =   4.90 t/s, tg_3s =   8.53 t/s
64.46.754.997 I slot print_timing: id  0 | task 139 | n_gen =   9881, tg =   4.90 t/s, tg_3s =   5.76 t/s
64.50.027.185 I slot print_timing: id  0 | task 139 | n_gen =   9908, tg =   4.91 t/s, tg_3s =   8.25 t/s
64.53.055.081 I slot print_timing: id  0 | task 139 | n_gen =   9923, tg =   4.91 t/s, tg_3s =   4.95 t/s
64.56.269.846 I slot print_timing: id  0 | task 139 | n_gen =   9945, tg =   4.91 t/s, tg_3s =   6.84 t/s
64.59.351.016 I slot print_timing: id  0 | task 139 | n_gen =   9962, tg =   4.91 t/s, tg_3s =   5.52 t/s
65.02.463.898 I slot print_timing: id  0 | task 139 | n_gen =   9979, tg =   4.91 t/s, tg_3s =   5.46 t/s
65.05.560.591 I slot print_timing: id  0 | task 139 | n_gen =   9996, tg =   4.91 t/s, tg_3s =   5.49 t/s
65.08.704.549 I slot print_timing: id  0 | task 139 | n_gen =  10011, tg =   4.91 t/s, tg_3s =   4.77 t/s
65.11.802.276 I slot print_timing: id  0 | task 139 | n_gen =  10029, tg =   4.92 t/s, tg_3s =   5.81 t/s
65.14.882.754 I slot print_timing: id  0 | task 139 | n_gen =  10046, tg =   4.92 t/s, tg_3s =   5.52 t/s
65.18.055.399 I slot print_timing: id  0 | task 139 | n_gen =  10064, tg =   4.92 t/s, tg_3s =   5.67 t/s
65.21.254.208 I slot print_timing: id  0 | task 139 | n_gen =  10082, tg =   4.92 t/s, tg_3s =   5.63 t/s
65.24.323.538 I slot print_timing: id  0 | task 139 | n_gen =  10100, tg =   4.92 t/s, tg_3s =   5.86 t/s
65.27.366.688 I slot print_timing: id  0 | task 139 | n_gen =  10118, tg =   4.92 t/s, tg_3s =   5.91 t/s
65.30.368.584 I slot print_timing: id  0 | task 139 | n_gen =  10139, tg =   4.92 t/s, tg_3s =   7.00 t/s
65.33.560.791 I slot print_timing: id  0 | task 139 | n_gen =  10160, tg =   4.93 t/s, tg_3s =   6.58 t/s
65.36.586.542 I slot print_timing: id  0 | task 139 | n_gen =  10180, tg =   4.93 t/s, tg_3s =   6.61 t/s
65.39.783.748 I slot print_timing: id  0 | task 139 | n_gen =  10202, tg =   4.93 t/s, tg_3s =   6.88 t/s
65.43.087.297 I slot print_timing: id  0 | task 139 | n_gen =  10226, tg =   4.94 t/s, tg_3s =   7.26 t/s
65.46.190.115 I slot print_timing: id  0 | task 139 | n_gen =  10249, tg =   4.94 t/s, tg_3s =   7.41 t/s
65.49.216.149 I slot print_timing: id  0 | task 139 | n_gen =  10268, tg =   4.94 t/s, tg_3s =   6.28 t/s
65.52.354.658 I slot print_timing: id  0 | task 139 | n_gen =  10288, tg =   4.94 t/s, tg_3s =   6.37 t/s
65.55.507.924 I slot print_timing: id  0 | task 139 | n_gen =  10308, tg =   4.95 t/s, tg_3s =   6.34 t/s
65.58.852.209 I slot print_timing: id  0 | task 139 | n_gen =  10329, tg =   4.95 t/s, tg_3s =   6.28 t/s
66.02.181.615 I slot print_timing: id  0 | task 139 | n_gen =  10346, tg =   4.95 t/s, tg_3s =   5.11 t/s
66.05.420.144 I slot print_timing: id  0 | task 139 | n_gen =  10359, tg =   4.95 t/s, tg_3s =   4.01 t/s
66.08.473.195 I slot print_timing: id  0 | task 139 | n_gen =  10371, tg =   4.95 t/s, tg_3s =   3.93 t/s
66.11.547.888 I slot print_timing: id  0 | task 139 | n_gen =  10384, tg =   4.94 t/s, tg_3s =   4.23 t/s
66.14.650.278 I slot print_timing: id  0 | task 139 | n_gen =  10398, tg =   4.94 t/s, tg_3s =   4.51 t/s
66.17.672.994 I slot print_timing: id  0 | task 139 | n_gen =  10408, tg =   4.94 t/s, tg_3s =   3.31 t/s
66.20.768.969 I slot print_timing: id  0 | task 139 | n_gen =  10424, tg =   4.94 t/s, tg_3s =   5.17 t/s
66.23.974.814 I slot print_timing: id  0 | task 139 | n_gen =  10441, tg =   4.94 t/s, tg_3s =   5.30 t/s
66.27.095.510 I slot print_timing: id  0 | task 139 | n_gen =  10458, tg =   4.94 t/s, tg_3s =   5.45 t/s
66.30.133.394 I slot print_timing: id  0 | task 139 | n_gen =  10473, tg =   4.94 t/s, tg_3s =   4.94 t/s
66.33.437.279 I slot print_timing: id  0 | task 139 | n_gen =  10486, tg =   4.94 t/s, tg_3s =   3.93 t/s
66.36.549.441 I slot print_timing: id  0 | task 139 | n_gen =  10499, tg =   4.94 t/s, tg_3s =   4.18 t/s
66.39.592.172 I slot print_timing: id  0 | task 139 | n_gen =  10516, tg =   4.94 t/s, tg_3s =   5.59 t/s
66.42.624.910 I slot print_timing: id  0 | task 139 | n_gen =  10529, tg =   4.94 t/s, tg_3s =   4.29 t/s
66.45.671.119 I slot print_timing: id  0 | task 139 | n_gen =  10551, tg =   4.94 t/s, tg_3s =   7.22 t/s
66.48.729.135 I slot print_timing: id  0 | task 139 | n_gen =  10572, tg =   4.95 t/s, tg_3s =   6.87 t/s
66.52.046.772 I slot print_timing: id  0 | task 139 | n_gen =  10601, tg =   4.95 t/s, tg_3s =   8.74 t/s
66.55.111.748 I slot print_timing: id  0 | task 139 | n_gen =  10612, tg =   4.95 t/s, tg_3s =   3.59 t/s
66.58.172.141 I slot print_timing: id  0 | task 139 | n_gen =  10632, tg =   4.95 t/s, tg_3s =   6.54 t/s
67.01.247.988 I slot print_timing: id  0 | task 139 | n_gen =  10657, tg =   4.96 t/s, tg_3s =   8.13 t/s
67.04.290.430 I slot print_timing: id  0 | task 139 | n_gen =  10684, tg =   4.96 t/s, tg_3s =   8.87 t/s
67.07.326.246 I slot print_timing: id  0 | task 139 | n_gen =  10715, tg =   4.97 t/s, tg_3s =  10.21 t/s
67.10.397.623 I slot print_timing: id  0 | task 139 | n_gen =  10744, tg =   4.98 t/s, tg_3s =   9.44 t/s
67.13.433.277 I slot print_timing: id  0 | task 139 | n_gen =  10775, tg =   4.98 t/s, tg_3s =  10.21 t/s
67.16.529.415 I slot print_timing: id  0 | task 139 | n_gen =  10804, tg =   4.99 t/s, tg_3s =   9.37 t/s
67.19.545.173 I slot print_timing: id  0 | task 139 | n_gen =  10829, tg =   4.99 t/s, tg_3s =   8.29 t/s
67.22.713.752 I slot print_timing: id  0 | task 139 | n_gen =  10860, tg =   5.00 t/s, tg_3s =   9.78 t/s
67.25.811.785 I slot print_timing: id  0 | task 139 | n_gen =  10890, tg =   5.01 t/s, tg_3s =   9.68 t/s
67.28.865.758 I slot print_timing: id  0 | task 139 | n_gen =  10921, tg =   5.02 t/s, tg_3s =  10.15 t/s
67.31.914.947 I slot print_timing: id  0 | task 139 | n_gen =  10952, tg =   5.02 t/s, tg_3s =  10.17 t/s
67.34.974.775 I slot print_timing: id  0 | task 139 | n_gen =  10983, tg =   5.03 t/s, tg_3s =  10.13 t/s
67.38.026.372 I slot print_timing: id  0 | task 139 | n_gen =  11014, tg =   5.04 t/s, tg_3s =  10.16 t/s
67.41.067.850 I slot print_timing: id  0 | task 139 | n_gen =  11045, tg =   5.04 t/s, tg_3s =  10.19 t/s
67.44.101.612 I slot print_timing: id  0 | task 139 | n_gen =  11076, tg =   5.05 t/s, tg_3s =  10.22 t/s
67.47.135.693 I slot print_timing: id  0 | task 139 | n_gen =  11107, tg =   5.06 t/s, tg_3s =  10.22 t/s
67.50.176.934 I slot print_timing: id  0 | task 139 | n_gen =  11138, tg =   5.07 t/s, tg_3s =  10.19 t/s
67.53.219.233 I slot print_timing: id  0 | task 139 | n_gen =  11169, tg =   5.07 t/s, tg_3s =  10.19 t/s
67.56.265.078 I slot print_timing: id  0 | task 139 | n_gen =  11200, tg =   5.08 t/s, tg_3s =  10.18 t/s
67.59.329.512 I slot print_timing: id  0 | task 139 | n_gen =  11231, tg =   5.09 t/s, tg_3s =  10.12 t/s
68.02.378.974 I slot print_timing: id  0 | task 139 | n_gen =  11262, tg =   5.09 t/s, tg_3s =  10.17 t/s
68.05.433.689 I slot print_timing: id  0 | task 139 | n_gen =  11293, tg =   5.10 t/s, tg_3s =  10.15 t/s
68.08.488.085 I slot print_timing: id  0 | task 139 | n_gen =  11324, tg =   5.11 t/s, tg_3s =  10.15 t/s
68.11.545.201 I slot print_timing: id  0 | task 139 | n_gen =  11355, tg =   5.11 t/s, tg_3s =  10.14 t/s
68.14.607.725 I slot print_timing: id  0 | task 139 | n_gen =  11386, tg =   5.12 t/s, tg_3s =  10.12 t/s
68.17.669.638 I slot print_timing: id  0 | task 139 | n_gen =  11417, tg =   5.13 t/s, tg_3s =  10.12 t/s
68.20.723.971 I slot print_timing: id  0 | task 139 | n_gen =  11448, tg =   5.14 t/s, tg_3s =  10.15 t/s
68.23.785.131 I slot print_timing: id  0 | task 139 | n_gen =  11479, tg =   5.14 t/s, tg_3s =  10.13 t/s
68.26.834.353 I slot print_timing: id  0 | task 139 | n_gen =  11510, tg =   5.15 t/s, tg_3s =  10.17 t/s
68.29.880.076 I slot print_timing: id  0 | task 139 | n_gen =  11541, tg =   5.16 t/s, tg_3s =  10.18 t/s
68.32.933.109 I slot print_timing: id  0 | task 139 | n_gen =  11572, tg =   5.16 t/s, tg_3s =  10.15 t/s
68.35.988.278 I slot print_timing: id  0 | task 139 | n_gen =  11603, tg =   5.17 t/s, tg_3s =  10.15 t/s
68.39.048.593 I slot print_timing: id  0 | task 139 | n_gen =  11634, tg =   5.18 t/s, tg_3s =  10.13 t/s
68.42.133.293 I slot print_timing: id  0 | task 139 | n_gen =  11665, tg =   5.18 t/s, tg_3s =  10.05 t/s
68.45.186.800 I slot print_timing: id  0 | task 139 | n_gen =  11696, tg =   5.19 t/s, tg_3s =  10.15 t/s
68.48.238.078 I slot print_timing: id  0 | task 139 | n_gen =  11727, tg =   5.20 t/s, tg_3s =  10.16 t/s
68.51.287.353 I slot print_timing: id  0 | task 139 | n_gen =  11758, tg =   5.20 t/s, tg_3s =  10.17 t/s
68.54.355.403 I slot print_timing: id  0 | task 139 | n_gen =  11789, tg =   5.21 t/s, tg_3s =  10.10 t/s
68.57.409.479 I slot print_timing: id  0 | task 139 | n_gen =  11820, tg =   5.22 t/s, tg_3s =  10.15 t/s
69.00.499.624 I slot print_timing: id  0 | task 139 | n_gen =  11851, tg =   5.22 t/s, tg_3s =  10.03 t/s
69.03.501.062 I slot print_timing: id  0 | task 139 | n_gen =  11881, tg =   5.23 t/s, tg_3s =  10.00 t/s
69.06.581.251 I slot print_timing: id  0 | task 139 | n_gen =  11912, tg =   5.24 t/s, tg_3s =  10.06 t/s
69.09.683.434 I slot print_timing: id  0 | task 139 | n_gen =  11930, tg =   5.24 t/s, tg_3s =   5.80 t/s
69.12.981.835 I slot print_timing: id  0 | task 139 | n_gen =  11950, tg =   5.24 t/s, tg_3s =   6.06 t/s
69.16.199.251 I slot print_timing: id  0 | task 139 | n_gen =  11962, tg =   5.24 t/s, tg_3s =   3.73 t/s
69.19.311.762 I slot print_timing: id  0 | task 139 | n_gen =  11981, tg =   5.24 t/s, tg_3s =   6.10 t/s
69.22.473.520 I slot print_timing: id  0 | task 139 | n_gen =  11992, tg =   5.23 t/s, tg_3s =   3.48 t/s
69.25.535.254 I slot print_timing: id  0 | task 139 | n_gen =  12005, tg =   5.23 t/s, tg_3s =   4.25 t/s
69.28.541.367 I slot print_timing: id  0 | task 139 | n_gen =  12018, tg =   5.23 t/s, tg_3s =   4.32 t/s
69.31.588.157 I slot print_timing: id  0 | task 139 | n_gen =  12032, tg =   5.23 t/s, tg_3s =   4.60 t/s
69.34.628.043 I slot print_timing: id  0 | task 139 | n_gen =  12048, tg =   5.23 t/s, tg_3s =   5.26 t/s
69.38.000.485 I slot print_timing: id  0 | task 139 | n_gen =  12062, tg =   5.23 t/s, tg_3s =   4.15 t/s
69.41.056.742 I slot print_timing: id  0 | task 139 | n_gen =  12076, tg =   5.23 t/s, tg_3s =   4.58 t/s
69.44.101.129 I slot print_timing: id  0 | task 139 | n_gen =  12088, tg =   5.23 t/s, tg_3s =   3.94 t/s
69.47.240.051 I slot print_timing: id  0 | task 139 | n_gen =  12100, tg =   5.23 t/s, tg_3s =   3.82 t/s
69.50.252.553 I slot print_timing: id  0 | task 139 | n_gen =  12113, tg =   5.22 t/s, tg_3s =   4.32 t/s
69.53.322.013 I slot print_timing: id  0 | task 139 | n_gen =  12124, tg =   5.22 t/s, tg_3s =   3.58 t/s
69.56.393.119 I slot print_timing: id  0 | task 139 | n_gen =  12136, tg =   5.22 t/s, tg_3s =   3.91 t/s
69.59.455.730 I slot print_timing: id  0 | task 139 | n_gen =  12152, tg =   5.22 t/s, tg_3s =   5.22 t/s
70.02.532.863 I slot print_timing: id  0 | task 139 | n_gen =  12173, tg =   5.22 t/s, tg_3s =   6.82 t/s
70.05.704.473 I slot print_timing: id  0 | task 139 | n_gen =  12186, tg =   5.22 t/s, tg_3s =   4.10 t/s
70.08.712.630 I slot print_timing: id  0 | task 139 | n_gen =  12198, tg =   5.22 t/s, tg_3s =   3.99 t/s
70.11.825.515 I slot print_timing: id  0 | task 139 | n_gen =  12213, tg =   5.22 t/s, tg_3s =   4.82 t/s
70.14.990.362 I slot print_timing: id  0 | task 139 | n_gen =  12225, tg =   5.22 t/s, tg_3s =   3.79 t/s
70.18.065.532 I slot print_timing: id  0 | task 139 | n_gen =  12239, tg =   5.22 t/s, tg_3s =   4.55 t/s
70.21.215.743 I slot print_timing: id  0 | task 139 | n_gen =  12256, tg =   5.22 t/s, tg_3s =   5.40 t/s
70.24.415.820 I slot print_timing: id  0 | task 139 | n_gen =  12268, tg =   5.21 t/s, tg_3s =   3.75 t/s
70.27.650.708 I slot print_timing: id  0 | task 139 | n_gen =  12282, tg =   5.21 t/s, tg_3s =   4.33 t/s
70.30.699.222 I slot print_timing: id  0 | task 139 | n_gen =  12297, tg =   5.21 t/s, tg_3s =   4.92 t/s
70.34.032.509 I slot print_timing: id  0 | task 139 | n_gen =  12310, tg =   5.21 t/s, tg_3s =   3.90 t/s
70.37.083.134 I slot print_timing: id  0 | task 139 | n_gen =  12327, tg =   5.21 t/s, tg_3s =   5.57 t/s
70.40.237.535 I slot print_timing: id  0 | task 139 | n_gen =  12342, tg =   5.21 t/s, tg_3s =   4.76 t/s
70.43.456.054 I slot print_timing: id  0 | task 139 | n_gen =  12356, tg =   5.21 t/s, tg_3s =   4.35 t/s
70.46.513.362 I slot print_timing: id  0 | task 139 | n_gen =  12367, tg =   5.21 t/s, tg_3s =   3.60 t/s
70.49.579.934 I slot print_timing: id  0 | task 139 | n_gen =  12383, tg =   5.21 t/s, tg_3s =   5.22 t/s
70.52.669.156 I slot print_timing: id  0 | task 139 | n_gen =  12397, tg =   5.21 t/s, tg_3s =   4.53 t/s
70.55.823.227 I slot print_timing: id  0 | task 139 | n_gen =  12412, tg =   5.21 t/s, tg_3s =   4.76 t/s
70.58.892.626 I slot print_timing: id  0 | task 139 | n_gen =  12428, tg =   5.21 t/s, tg_3s =   5.21 t/s
71.01.960.035 I slot print_timing: id  0 | task 139 | n_gen =  12442, tg =   5.20 t/s, tg_3s =   4.56 t/s
71.05.103.921 I slot print_timing: id  0 | task 139 | n_gen =  12461, tg =   5.21 t/s, tg_3s =   6.04 t/s
71.08.354.283 I slot print_timing: id  0 | task 139 | n_gen =  12475, tg =   5.20 t/s, tg_3s =   4.31 t/s
71.11.420.296 I slot print_timing: id  0 | task 139 | n_gen =  12492, tg =   5.21 t/s, tg_3s =   5.54 t/s
71.14.739.122 I slot print_timing: id  0 | task 139 | n_gen =  12509, tg =   5.21 t/s, tg_3s =   5.12 t/s
71.17.775.052 I slot print_timing: id  0 | task 139 | n_gen =  12526, tg =   5.21 t/s, tg_3s =   5.60 t/s
71.21.058.284 I slot print_timing: id  0 | task 139 | n_gen =  12543, tg =   5.21 t/s, tg_3s =   5.18 t/s
71.24.233.316 I slot print_timing: id  0 | task 139 | n_gen =  12560, tg =   5.21 t/s, tg_3s =   5.35 t/s
71.27.250.760 I slot print_timing: id  0 | task 139 | n_gen =  12578, tg =   5.21 t/s, tg_3s =   5.97 t/s
71.30.346.860 I slot print_timing: id  0 | task 139 | n_gen =  12591, tg =   5.21 t/s, tg_3s =   4.20 t/s
71.33.442.861 I slot print_timing: id  0 | task 139 | n_gen =  12606, tg =   5.20 t/s, tg_3s =   4.84 t/s
